Unique ID,Outplant Date,Site ID,Attachment Method,Source,Species,Genet ID,# of frags in cluster,Size,Monitoring Date,# Dead,# Missing,% Partial Mortality,Partial Mortality Cause?,Overall Condition,Comments
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,OFAV,992,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,16,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,33,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,OFAV,990,10,,6/5/2024,0,4,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,19,10,,6/5/2024,0,7,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,75,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PSTR,6,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,OFAV,990,10,,6/5/2024,0,2,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,33,10,,6/5/2024,0,0,5%,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,OFAV,990,10,,6/5/2024,0,1,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,75,10,,6/5/2024,0,1,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PSTR,5,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,44,10,,6/5/2024,0,1,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,exsitu,PCLI,44,10,,6/5/2024,0,1,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,1,10,,6/5/2024,0,2,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,16,10,,6/5/2024,0,5,0,,1,off plug
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PSTR,5,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,75,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,MCAV,102,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,3,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,32,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PSTR,6,10,,6/5/2024,0,2,0,,1,off plug
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PSTR,6,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,18,10,,6/5/2024,0,1,0,,1,off plug/pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,41,10,,6/5/2024,0,1,10,,2,off plug/pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,exsitu,MCAV,59,10,,6/5/2024,0,3,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,4,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,9,10,,6/5/2024,0,2,0,,2,off plug/pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,MCAV,102,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,41,10,,6/5/2024,0,3,0,,2,off plug/pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,19,10,,6/5/2024,0,7,0,,2,off plug/pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,4,10,,6/5/2024,0,1,0,,1,off plug
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,44,10,,6/5/2024,0,3,0,,2,off plug/pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,44,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,MCAV,102,10,,6/5/2024,1,1,5,tissue loss,2,off plug
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PSTR,32,10,,6/5/2024,0,0,1,fish,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,19,10,,6/5/2024,0,1,0,,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,21,10,,6/5/2024,0,1,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PSTR,32,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,4,10,,6/5/2024,0,1,0,,1,off plug
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,3,10,,6/5/2024,0,1,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,MCAV,102,10,,6/5/2024,0,0,20,fish,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,72,10,,6/5/2024,0,0,5,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PSTR,6,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,72,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,OFAV,990,10,,6/5/2024,0,5,5,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,4,10,,6/5/2024,0,0,0,,1,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,OFAV,990,10,,6/5/2024,0,0,5,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PSTR,5,10,,6/5/2024,0,1,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PSTR,5,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,MCAV,59,10,,6/5/2024,0,8,0,,1,"3 off plugs, others were not suck, but may be in pictures"
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,21,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,OFAV,990,10,,6/5/2024,0,4,5,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,3,10,,6/5/2024,0,2,0,,1,1 off plug
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,19,10,,6/5/2024,0,3,10,fish,2,pailing/off plug
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PCLI,44,10,,6/5/2024,0,1,5,fish,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PCLI,41,10,,6/5/2024,0,7,0,,2,pailing/6 off plug
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PCLI,19,10,,6/5/2024,4,5,60,tissue loss,3,2 off plug
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,75,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,OFAV,996,10,,6/5/2024,0,3,5,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,OFAV,996,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PCLI,440,10,,6/5/2024,0,1,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PCLI,19,10,,6/5/2024,2,7,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PSTR,32,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,4,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,OFAV,992,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,21,10,,6/5/2024,0,0,0,,1,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,1,10,,6/5/2024,0,0,0,,1,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,75,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,3,10,,6/5/2024,0,0,0,,1,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,72,10,,6/5/2024,0,0,5,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,33,10,,6/5/2024,0,0,10,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,21,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,33,10,,6/5/2024,0,0,5,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,OFAV,992,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PSTR,1,10,,6/5/2024,0,0,5,fish,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,19,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,18,10,,6/5/2024,0,2,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,MCAV,102,10,,6/5/2024,0,0,10,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,19,10,,6/5/2024,2,5,80,fish,3,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,18,10,,6/5/2024,0,1,,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PCLI,41,10,,6/5/2024,3,4,20,tissue loss,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,19,10,,6/5/2024,0,2,10,fish,1,off plug
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,MCAV,1,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PSTR,5,10,,6/5/2024,0,0,0,,1,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,18,10,,6/5/2024,0,0,0,,2,pailing
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PCLI,41,10,,6/5/2024,0,5,30,fish,3,
45420-MS-5,5/8/2024,MS-5,plug/cement,in-situ,PCLI,16,10,,6/5/2024,0,1,5,fish,2,off plug
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,PCLI,41,10,,6/5/2024,0,1,10,fish,2,off plug
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,MCAV,59,10,,6/5/2024,0,4,10,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/epoxy,ex-situ,MCAV,59,10,,6/5/2024,0,2,10,fish,2,
45420-MS-5,5/8/2024,MS-5,plug/cement,ex-situ,PCLI,16,10,,6/5/2024,1,3,10,fish,2,offplug
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
